,Hostname,Stage Name,Artist,Timeslot,Date,Year,Day,Weekend,Genre
6269,Smash The House,Garden of Madness,Boostedkids,13:00 - 14:00,27 July,2014,Sunday,Weekend 2,Unknown
6270,Smash The House,Garden of Madness,Dave Till,14:00 - 15:00,27 July,2014,Sunday,Weekend 2,Unknown
6271,Smash The House,Garden of Madness,Ale Mora,15:00 - 16:00,27 July,2014,Sunday,Weekend 2,"Electro House, Progressive House"
6272,Smash The House,Garden of Madness,Twoloud,16:00 - 17:00,27 July,2014,Sunday,Weekend 2,Commercial Dance
6273,Smash The House,Garden of Madness,Bassjackers b2b Shermanology,17:00 - 18:00,27 July,2014,Sunday,Weekend 2,Unknown
6274,Smash The House,Garden of Madness,Regi,18:00 - 19:00,27 July,2014,Sunday,Weekend 2,"Trance, Big Room House"
6275,Lotto,Dream Island,Daddy's Groove,19:00 - 20:00,27 July,2014,Sunday,Weekend 2,Traditional House
6276,Smash The House,Garden of Madness,Martin Garrix,20:00 - 21:00,27 July,2014,Sunday,Weekend 2,Electro House
6277,Smash The House,Garden of Madness,Redfoo,21:00 - 22:00,27 July,2014,Sunday,Weekend 2,Electro House
6278,Smash The House,Garden of Madness,Dimitri Vegas & Like Mike,22:00 - 23:00,27 July,2014,Sunday,Weekend 2,Electro House
6279,Smash The House,Garden of Madness,Wolfpack,23:00 - 00:00,27 July,2014,Sunday,Weekend 2,"Commercial Dance, Electro House, Progressive House"
6280,Bakermat & Friends,Magical Mirrors,Cleavage,12:00 - 13:00,27 July,2014,Sunday,Weekend 2,Unknown
6281,Bakermat & Friends,Magical Mirrors,DIMMI,13:00 - 14:00,27 July,2014,Sunday,Weekend 2,Traditional House
6282,Bakermat & Friends,Magical Mirrors,Klingande,14:00 - 15:30,27 July,2014,Sunday,Weekend 2,"Deep House, Tropical House"
6283,Bakermat & Friends,Magical Mirrors,Nico Pusch,15:30 - 17:00,27 July,2014,Sunday,Weekend 2,Unknown
6284,Bakermat & Friends,Magical Mirrors,Lexer,17:00 - 18:00,27 July,2014,Sunday,Weekend 2,"Commercial Dance, Electronica, Tech House"
6285,Bakermat & Friends,Magical Mirrors,Wankelmut,18:00 - 19:30,27 July,2014,Sunday,Weekend 2,"Electronica, Hip-Hop, Traditional House, Trap"
6286,Bakermat & Friends,Magical Mirrors,Alle Farben,19:30 - 21:00,27 July,2014,Sunday,Weekend 2,"Tech House, Techno, Deep House"
6287,Bakermat & Friends,Magical Mirrors,Bakermat,21:00 - 22:30,27 July,2014,Sunday,Weekend 2,Deep House
6288,Bakermat & Friends,Magical Mirrors,Tube & Berger,22:30 - 00:00,27 July,2014,Sunday,Weekend 2,Tech House
6289,Mainstage,Mainstage,AN21 & Max Vangeli,12:00 - 15:00,27 July,2014,Sunday,Weekend 2,Unknown
6290,Mainstage,Mainstage,R3hab,15:00 - 16:00,27 July,2014,Sunday,Weekend 2,"Electro House, Progressive House"
6291,Mainstage,Mainstage,Krewella,16:00 - 17:00,27 July,2014,Sunday,Weekend 2,Electro House
6292,Mainstage,Mainstage,W&W,17:00 - 18:00,27 July,2014,Sunday,Weekend 2,Trance
6293,Mainstage,Mainstage,Nicky Romero,18:00 - 19:15,27 July,2014,Sunday,Weekend 2,Progressive House
6294,Mainstage,Mainstage,Steve Angello,19:15 - 20:30,27 July,2014,Sunday,Weekend 2,Progressive House
6295,Mainstage,Mainstage,David Guetta,20:30 - 22:30,27 July,2014,Sunday,Weekend 2,Electro House
6296,Mainstage,Mainstage,Steve Aoki,22:30 - 23:30,27 July,2014,Sunday,Weekend 2,"Electro House, Indie / Underground"
6297,Mainstage,Mainstage,3 Are Legend,23:30 - 23:50,27 July,2014,Sunday,Weekend 2,"Commercial Dance, Electro House, Electronica, Hard Dance, Techno"
6298,Dave Clarke,Opera,Pierre,12:30 - 14:00,27 July,2014,Sunday,Weekend 2,Traditional House
6299,Dave Clarke,Opera,Gregor Tresher,14:00 - 15:30,27 July,2014,Sunday,Weekend 2,Techno
6300,Smash The House,Garden of Madness,Fedde Le Grand,19:00 - 20:00,27 July,2014,Sunday,Weekend 2,Progressive House
6301,Dave Clarke,Opera,Octave One (Live),17:30 - 18:30,27 July,2014,Sunday,Weekend 2,Unknown
6302,Dave Clarke,Opera,Green Velvet,18:30 - 20:00,27 July,2014,Sunday,Weekend 2,"Traditional House, Techno"
6303,Dave Clarke,Opera,Vitalic (live),20:00 - 21:00,27 July,2014,Sunday,Weekend 2,Unknown
6304,Dave Clarke,Opera,Paul Kalkbrenner (Live),21:00 - 22:30,27 July,2014,Sunday,Weekend 2,Unknown
6305,Dave Clarke,Opera,Dave Clarke,22:30 - 00:00,27 July,2014,Sunday,Weekend 2,"Electro House, Techno"
6306,Pussy Lounge,Tent Stage @ Dreamville Entrance,Giocatori,12:00 - 13:30,27 July,2014,Sunday,Weekend 2,Unknown
6307,Pussy Lounge,Tent Stage @ Dreamville Entrance,Dr. Phunk,13:30 - 14:30,27 July,2014,Sunday,Weekend 2,Unknown
6308,Pussy Lounge,Tent Stage @ Dreamville Entrance,Akyra,14:30 - 15:30,27 July,2014,Sunday,Weekend 2,Hardcore
6309,Pussy Lounge,Tent Stage @ Dreamville Entrance,Massiv & The Rebel,15:30 - 16:30,27 July,2014,Sunday,Weekend 2,Unknown
6310,Pussy Lounge,Tent Stage @ Dreamville Entrance,Ruthless,16:30 - 17:30,27 July,2014,Sunday,Weekend 2,Hardcore Techno
6311,Pussy Lounge,Tent Stage @ Dreamville Entrance,Balistic,17:30 - 18:30,27 July,2014,Sunday,Weekend 2,Unknown
6312,Pussy Lounge,Tent Stage @ Dreamville Entrance,Darkraver,18:30 - 19:30,27 July,2014,Sunday,Weekend 2,"Electro House, Hard Dance"
6313,Pussy Lounge,Tent Stage @ Dreamville Entrance,Paul Elstak,19:30 - 20:30,27 July,2014,Sunday,Weekend 2,Hardcore Techno
6314,Pussy Lounge,Tent Stage @ Dreamville Entrance,Korsakoff,20:30 - 21:30,27 July,2014,Sunday,Weekend 2,"Hardcore Techno, Psychedelic Trance"
6315,Pussy Lounge,Tent Stage @ Dreamville Entrance,Mental Theo,21:30 - 22:30,27 July,2014,Sunday,Weekend 2,Unknown
6316,Pussy Lounge,Tent Stage @ Dreamville Entrance,Evil Activities,22:30 - 00:00,27 July,2014,Sunday,Weekend 2,Hardcore Techno
6317,Forma.T,Tent Stage behind Mainstage,Bad Dancer,12:00 - 13:00,27 July,2014,Sunday,Weekend 2,Unknown
6318,Forma.T,Tent Stage behind Mainstage,Junior,13:00 - 14:00,27 July,2014,Sunday,Weekend 2,Minimal
6319,Forma.T,Tent Stage behind Mainstage,Sound Pellegrino Thermal Team,14:00 - 15:00,27 July,2014,Sunday,Weekend 2,Unknown
6320,Forma.T,Tent Stage behind Mainstage,Boston Bun,15:00 - 16:00,27 July,2014,Sunday,Weekend 2,Unknown
6321,Forma.T,Tent Stage behind Mainstage,Surfing Leons,16:00 - 17:00,27 July,2014,Sunday,Weekend 2,Unknown
6322,Forma.T,Tent Stage behind Mainstage,Skream,17:00 - 18:30,27 July,2014,Sunday,Weekend 2,Commercial Dance
6323,Forma.T,Tent Stage behind Mainstage,Busy P,18:30 - 20:00,27 July,2014,Sunday,Weekend 2,Indie / Underground
6324,Forma.T,Tent Stage behind Mainstage,Erol Alkan,20:00 - 21:30,27 July,2014,Sunday,Weekend 2,"Electro House, Indie / Underground"
6325,Dave Clarke,Opera,Seth Troxler,15:30 - 17:30,27 July,2014,Sunday,Weekend 2,"Tech House, Techno"
6326,Forma.T,Tent Stage behind Mainstage,The Magician,22:30 - 00:00,27 July,2014,Sunday,Weekend 2,Indie / Underground
6327,Coincidence,The Rave Cave,Gols,12:00 - 14:00,27 July,2014,Sunday,Weekend 2,Unknown
6328,Coincidence,The Rave Cave,Yentl.,14:00 - 15:30,27 July,2014,Sunday,Weekend 2,Unknown
6329,Coincidence,The Rave Cave,Philogresz,15:30 - 17:00,27 July,2014,Sunday,Weekend 2,Traditional House
6330,Coincidence,The Rave Cave,Miss Sunshine,17:00 - 18:30,27 July,2014,Sunday,Weekend 2,Techno
6331,Coincidence,The Rave Cave,Svemirski,18:30 - 20:00,27 July,2014,Sunday,Weekend 2,Unknown
6332,Coincidence,The Rave Cave,Tom Dazing,20:00 - 21:30,27 July,2014,Sunday,Weekend 2,Commercial Dance
6333,Coincidence,The Rave Cave,Trixy,21:30 - 22:30,27 July,2014,Sunday,Weekend 2,"Hardstyle, Rawstyle, Electronic"
6334,Coincidence,The Rave Cave,Jeroen Search,22:30 - 00:00,27 July,2014,Sunday,Weekend 2,Unknown
6335,Radio Ultra Modern,Theatre,Radio Ultra Modern - Sunday,13:00 - 00:00,27 July,2014,Sunday,Weekend 2,Unknown
6336,Age Of Love,Tulip,Cosmo,12:00 - 13:00,27 July,2014,Sunday,Weekend 2,"Electro House, Trance"
6337,Age Of Love,Tulip,Fred Nasen,13:00 - 14:00,27 July,2014,Sunday,Weekend 2,Unknown
6338,Age Of Love,Tulip,The Mackenzie,14:00 - 15:00,27 July,2014,Sunday,Weekend 2,Unknown
6339,Age Of Love,Tulip,Youri Parker,15:00 - 16:00,27 July,2014,Sunday,Weekend 2,Unknown
6340,Age Of Love,Tulip,Marko de La Rocca,16:00 - 17:00,27 July,2014,Sunday,Weekend 2,Unknown
6341,Age Of Love,Tulip,Quincy,17:00 - 18:00,27 July,2014,Sunday,Weekend 2,Unknown
6342,Age Of Love,Tulip,Olivier Pieters,18:00 - 19:00,27 July,2014,Sunday,Weekend 2,Unknown
6343,Age Of Love,Tulip,Jaydee,19:00 - 20:00,27 July,2014,Sunday,Weekend 2,"Progressive House, Tech House"
6344,Age Of Love,Tulip,Carat Trax (live),20:00 - 21:00,27 July,2014,Sunday,Weekend 2,Unknown
6345,Age Of Love,Tulip,Da Hool,21:00 - 22:00,27 July,2014,Sunday,Weekend 2,Unknown
6346,Age Of Love,Tulip,Push (Live),22:00 - 23:00,27 July,2014,Sunday,Weekend 2,Unknown
6347,Age Of Love,Tulip,Franky Jones,23:00 - 00:00,27 July,2014,Sunday,Weekend 2,"Techno, Acid"
6348,The Gathering,The Gathering,Dimitri Vegas & Like Mike,00:30 - 01:00,25 July,2013,Thursday,Weekend 1,Electro House
6349,The Gathering,The Gathering,Ricardo F,12:00 - 12:45,25 July,2013,Thursday,Weekend 1,Unknown
6350,Forma.T,Tent Stage behind Mainstage,Lou Lou Players,21:30 - 22:30,27 July,2014,Sunday,Weekend 2,Unknown
6351,The Gathering,The Gathering,MC Marxman,13:30 - 14:30,25 July,2013,Thursday,Weekend 1,Unknown
6352,The Gathering,The Gathering,RooC Audio,14:30 - 15:15,25 July,2013,Thursday,Weekend 1,Unknown
6353,The Gathering,The Gathering,Kids At The Turntable,15:15 - 16:00,25 July,2013,Thursday,Weekend 1,Unknown
6354,The Gathering,The Gathering,Mylan,16:00 - 16:45,25 July,2013,Thursday,Weekend 1,Unknown
6355,The Gathering,The Gathering,Niobeat,16:45 - 17:30,25 July,2013,Thursday,Weekend 1,Unknown
6356,The Gathering,The Gathering,Jerry May,17:30 - 18:15,25 July,2013,Thursday,Weekend 1,Tech House
6357,The Gathering,The Gathering,Neon,18:15 - 19:00,25 July,2013,Thursday,Weekend 1,Electronic
6358,The Gathering,The Gathering,Mystique,19:00 - 19:45,25 July,2013,Thursday,Weekend 1,Hardstyle
6359,The Gathering,The Gathering,Prinz,19:45 - 20:45,25 July,2013,Thursday,Weekend 1,Techno
6360,The Gathering,The Gathering,Raving George,20:45 - 21:30,25 July,2013,Thursday,Weekend 1,Unknown
6361,The Gathering,The Gathering,The Oddword,21:30 - 22:15,25 July,2013,Thursday,Weekend 1,Unknown
6362,The Gathering,The Gathering,Murdock,22:15 - 23:00,25 July,2013,Thursday,Weekend 1,Drum & Bass
6363,The Gathering,The Gathering,Sound of Stereo,23:00 - 23:45,25 July,2013,Thursday,Weekend 1,Unknown
6364,The Gathering,The Gathering,Yves V,23:45 - 00:30,25 July,2013,Thursday,Weekend 1,Progressive House
6365,Carl Cox & Friends,Butterfly Stage,Jon Rundell,12:30 - 14:00,26 July,2013,Friday,Weekend 1,Techno
6366,Carl Cox & Friends,Butterfly Stage,Uto Karem,14:00 - 15:30,26 July,2013,Friday,Weekend 1,"Tech House, Techno"
6367,Carl Cox & Friends,Butterfly Stage,Yousef,15:30 - 17:00,26 July,2013,Friday,Weekend 1,Traditional House
6368,Carl Cox & Friends,Butterfly Stage,John Digweed,17:00 - 18:30,26 July,2013,Friday,Weekend 1,"Tech House, Techno"
6369,Carl Cox & Friends,Butterfly Stage,Marco Bailey,18:30 - 20:00,26 July,2013,Friday,Weekend 1,"Tech House, Techno"
6370,Carl Cox & Friends,Butterfly Stage,Marco Carola,20:00 - 21:30,26 July,2013,Friday,Weekend 1,Techno
6371,Carl Cox & Friends,Butterfly Stage,Loco Dice,21:30 - 23:00,26 July,2013,Friday,Weekend 1,"Tech House, Techno"
6372,Carl Cox & Friends,Butterfly Stage,Carl Cox,23:00 - 01:00,26 July,2013,Friday,Weekend 1,"Tech House, Techno"
6373,Paradise,Café D'Anvers,Hermanez,12:00 - 13:00,26 July,2013,Friday,Weekend 1,Tech House
6374,Paradise,Café D'Anvers,Prinz,13:00 - 14:00,26 July,2013,Friday,Weekend 1,Techno
6375,The Gathering,The Gathering,Bawser,12:45 - 13:30,25 July,2013,Thursday,Weekend 1,Unknown
6376,Paradise,Café D'Anvers,Russ Yallop,15:30 - 17:00,26 July,2013,Friday,Weekend 1,Techno
6377,Paradise,Café D'Anvers,Richy Ahmed,17:00 - 18:30,26 July,2013,Friday,Weekend 1,Tech House
6378,Paradise,Café D'Anvers,Craig Richards,18:30 - 20:00,26 July,2013,Friday,Weekend 1,Techno
6379,Paradise,Café D'Anvers,Infinity Ink,20:00 - 21:30,26 July,2013,Friday,Weekend 1,Deep House
6380,Paradise,Café D'Anvers,Art Department,21:30 - 23:00,26 July,2013,Friday,Weekend 1,Tech House
6381,Paradise,Café D'Anvers,Jamie Jones,23:00 - 01:00,26 July,2013,Friday,Weekend 1,Tech House
6382,Desperados Club,Desperados Club Stage,Captain Flash,00:00 - 01:00,26 July,2013,Friday,Weekend 1,Unknown
6383,Desperados Club,Desperados Club Stage,Lumberjack,12:00 - 13:00,26 July,2013,Friday,Weekend 1,Electronica
6384,Desperados Club,Desperados Club Stage,Supreems,13:00 - 14:00,26 July,2013,Friday,Weekend 1,Unknown
6385,Desperados Club,Desperados Club Stage,Cursed P,14:00 - 15:00,26 July,2013,Friday,Weekend 1,Unknown
6386,Desperados Club,Desperados Club Stage,Faisal,15:00 - 16:30,26 July,2013,Friday,Weekend 1,Unknown
6387,Desperados Club,Desperados Club Stage,Bakermat,16:30 - 18:00,26 July,2013,Friday,Weekend 1,Deep House
6388,Desperados Club,Desperados Club Stage,Mike Mago,18:00 - 19:30,26 July,2013,Friday,Weekend 1,Commercial Dance
6389,Desperados Club,Desperados Club Stage,KiNK,19:30 - 21:00,26 July,2013,Friday,Weekend 1,Commercial Dance
6390,Desperados Club,Desperados Club Stage,Raoul Belmans,21:00 - 22:00,26 July,2013,Friday,Weekend 1,Unknown
6391,Desperados Club,Desperados Club Stage,Goldfox,22:00 - 23:00,26 July,2013,Friday,Weekend 1,"Electronic, Dance"
6392,Desperados Club,Desperados Club Stage,Viktor Bodrovski,23:00 - 00:00,26 July,2013,Friday,Weekend 1,Unknown
6393,We Play House,Flowerboat,Locked Groove,12:00 - 14:00,26 July,2013,Friday,Weekend 1,"Techno, Traditional House"
6394,We Play House,Flowerboat,Dixon,14:00 - 16:00,26 July,2013,Friday,Weekend 1,Techno
6395,We Play House,Flowerboat,FCL,16:00 - 18:00,26 July,2013,Friday,Weekend 1,Commercial Dance
6396,We Play House,Flowerboat,Levon Vincent,18:00 - 20:00,26 July,2013,Friday,Weekend 1,Techno
6397,We Play House,Flowerboat,Bicep,20:00 - 21:30,26 July,2013,Friday,Weekend 1,Commercial Dance
6398,We Play House,Flowerboat,Soul Clap,21:30 - 23:00,26 July,2013,Friday,Weekend 1,Tech House
6399,We Play House,Flowerboat,Todd Terje,23:00 - 01:00,26 July,2013,Friday,Weekend 1,Electronica
6400,Paradise,Café D'Anvers,wAFF,14:00 - 15:30,26 July,2013,Friday,Weekend 1,Commercial Dance
6401,Blue Flame invites Jacked,Garden of Madness,Mystique,12:15 - 13:30,26 July,2013,Friday,Weekend 1,Hardstyle
6402,Blue Flame invites Jacked,Garden of Madness,The Oddword,13:30 - 14:45,26 July,2013,Friday,Weekend 1,Unknown
6403,Blue Flame invites Jacked,Garden of Madness,Makasi,14:45 - 16:00,26 July,2013,Friday,Weekend 1,House
6404,Blue Flame invites Jacked,Garden of Madness,Bobby Burns b2b Leroy Styles,16:00 - 17:00,26 July,2013,Friday,Weekend 1,Unknown
6405,Blue Flame invites Jacked,Garden of Madness,Bassjackers b2b Apster,17:00 - 18:00,26 July,2013,Friday,Weekend 1,Unknown
6406,Blue Flame invites Jacked,Garden of Madness,Redfoo,18:00 - 19:00,26 July,2013,Friday,Weekend 1,Electro House
6407,Blue Flame invites Jacked,Garden of Madness,R3hab,19:00 - 20:15,26 July,2013,Friday,Weekend 1,"Electro House, Progressive House"
6408,Blue Flame invites Jacked,Garden of Madness,Afrojack,20:15 - 22:00,26 July,2013,Friday,Weekend 1,"Electro House, Progressive House"
6409,Blue Flame invites Jacked,Garden of Madness,Shermanology,22:00 - 23:00,26 July,2013,Friday,Weekend 1,Unknown
6410,Blue Flame invites Jacked,Garden of Madness,Sidney Samson,23:00 - 00:00,26 July,2013,Friday,Weekend 1,Traditional House
6411,Mainstage,Mainstage,Dimitri Vegas & Like Mike,00:00 - 01:00,26 July,2013,Friday,Weekend 1,Electro House
6412,Mainstage,Mainstage,NO_ID,12:15 - 13:30,26 July,2013,Friday,Weekend 1,Unknown
6413,Mainstage,Mainstage,Sunnery James & Ryan Marciano,13:30 - 15:00,26 July,2013,Friday,Weekend 1,Electro House
6414,Mainstage,Mainstage,Nervo,15:00 - 16:00,26 July,2013,Friday,Weekend 1,"Electro House, Progressive House"
6415,Mainstage,Mainstage,ARTY,16:00 - 17:00,26 July,2013,Friday,Weekend 1,"Progressive House, Trance"
6416,Mainstage,Mainstage,Otto Knows,17:00 - 18:00,26 July,2013,Friday,Weekend 1,Traditional House
6417,Mainstage,Mainstage,Fedde Le Grand,18:00 - 19:30,26 July,2013,Friday,Weekend 1,Progressive House
6418,Mainstage,Mainstage,Hardwell,19:30 - 21:00,26 July,2013,Friday,Weekend 1,"Electro House, Progressive House"
6419,Mainstage,Mainstage,Sebastian Ingrosso,21:00 - 22:30,26 July,2013,Friday,Weekend 1,Progressive House
6420,Mainstage,Mainstage,Tiesto,22:30 - 00:00,26 July,2013,Friday,Weekend 1,"Commercial Dance, Big Room"
6421,Q-Dance,Spider Stage,B - Front & Ran - D,00:00 - 01:00,26 July,2013,Friday,Weekend 1,Unknown
6422,Q-Dance,Spider Stage,Argy,12:00 - 13:30,26 July,2013,Friday,Weekend 1,Techno
6423,Q-Dance,Spider Stage,Davoodi & Bestien,13:30 - 14:30,26 July,2013,Friday,Weekend 1,Unknown
6424,Q-Dance,Spider Stage,Mark with a K,14:30 - 15:30,26 July,2013,Friday,Weekend 1,Hard Dance
6425,Blue Flame invites Jacked,Garden of Madness,Quintino,00:00 - 01:00,26 July,2013,Friday,Weekend 1,Electro House
6426,Q-Dance,Spider Stage,Audiofreq,16:30 - 18:00,26 July,2013,Friday,Weekend 1,Hard Dance
6427,Q-Dance,Spider Stage,Omegatypez,18:00 - 19:00,26 July,2013,Friday,Weekend 1,Unknown
6428,Q-Dance,Spider Stage,Adrenalize,19:00 - 20:30,26 July,2013,Friday,Weekend 1,Unknown
6429,Q-Dance,Spider Stage,Frontliner,20:30 - 22:00,26 July,2013,Friday,Weekend 1,Hardcore Techno
6430,Q-Dance,Spider Stage,Psyko Punkz,22:00 - 23:00,26 July,2013,Friday,Weekend 1,Hardcore Techno
6431,Q-Dance,Spider Stage,Headhunterz,23:00 - 00:00,26 July,2013,Friday,Weekend 1,Hard Dance
6432,Winterclubbing,The Rave Cave,DJ P Jay & DJ Vox - D & DJ Barto & DJ Luk,13:00 - 16:00,26 July,2013,Friday,Weekend 1,Unknown
6433,Winterclubbing,The Rave Cave,Jean de Gand,16:00 - 16:30,26 July,2013,Friday,Weekend 1,Unknown
6434,Winterclubbing,The Rave Cave,DJ P Jay & DJ Vox - D & DJ Barto & DJ Luk,16:30 - 18:00,26 July,2013,Friday,Weekend 1,Unknown
6435,Winterclubbing,The Rave Cave,Dimitri Wouters,18:00 - 20:00,26 July,2013,Friday,Weekend 1,House
6436,Winterclubbing,The Rave Cave,Deve & Matizz,20:00 - 22:00,26 July,2013,Friday,Weekend 1,Unknown
6437,Winterclubbing,The Rave Cave,DJ P Jay & DJ Vox - D & DJ Barto & DJ Luk,22:00 - 01:00,26 July,2013,Friday,Weekend 1,Unknown
6438,Radio Ultra Modern,Theatre,Radio Ultra Modern - Friday,12:00 - 01:00,26 July,2013,Friday,Weekend 1,Unknown
6439,Markus Schulz,Unknown,Bad Dancer,00:00 - 01:00,26 July,2013,Friday,Weekend 1,Unknown
6440,Dim Mak,Unknown,TAI,00:30 - 01:00,26 July,2013,Friday,Weekend 1,Progressive House
6441,Markus Schulz,Unknown,Folie Douce,12:00 - 13:30,26 July,2013,Friday,Weekend 1,Unknown
6442,Dim Mak,Unknown,Army of The Universe,12:30 - 12:50,26 July,2013,Friday,Weekend 1,Unknown
6443,Samsung Galaxy Secret Forest,Unknown,Dux & Mr. Dum,12:30 - 14:00,26 July,2013,Friday,Weekend 1,Unknown
6444,Dim Mak,Unknown,Dan Sena,12:50 - 13:20,26 July,2013,Friday,Weekend 1,Unknown
6445,Markus Schulz,Unknown,Markus Schulz,13:00 - 01:00,26 July,2013,Friday,Weekend 1,"Progressive House, Trance"
6446,Forma.T,Unknown,Jackie White vs Norion,13:00 - 15:00,26 July,2013,Friday,Weekend 1,Unknown
6447,B2B,Unknown,Bawser,13:00 - 15:00,26 July,2013,Friday,Weekend 1,Unknown
6448,Dim Mak,Unknown,PeaceTreaty,13:20 - 13:50,26 July,2013,Friday,Weekend 1,Unknown
6449,Markus Schulz,Unknown,Cream Dream,13:30 - 15:00,26 July,2013,Friday,Weekend 1,Unknown
6450,Q-Dance,Spider Stage,Outlander,15:30 - 16:30,26 July,2013,Friday,Weekend 1,Hardcore Techno
6451,Samsung Galaxy Secret Forest,Unknown,HIIO,14:00 - 15:00,26 July,2013,Friday,Weekend 1,Commercial Dance
6452,Dim Mak,Unknown,Dzeko & Torres,14:20 - 14:50,26 July,2013,Friday,Weekend 1,Progressive House
6453,Dim Mak,Unknown,Jidax,14:50 - 15:20,26 July,2013,Friday,Weekend 1,Unknown
6454,Markus Schulz,Unknown,goldFFinch,15:00 - 16:00,26 July,2013,Friday,Weekend 1,Unknown
6455,Forma.T,Unknown,Neelix,15:00 - 16:00,26 July,2013,Friday,Weekend 1,Psychedelic Trance
6456,Samsung Galaxy Secret Forest,Unknown,YAMO,15:00 - 16:00,26 July,2013,Friday,Weekend 1,"Electronic, Experimental"
6457,B2B,Unknown,Point.Blank,15:00 - 17:00,26 July,2013,Friday,Weekend 1,Unknown
6458,Dim Mak,Unknown,South Central,15:20 - 15:50,26 July,2013,Friday,Weekend 1,"Electro House, Electronica"
6459,Dim Mak,Unknown,Deorro,15:50 - 16:30,26 July,2013,Friday,Weekend 1,Electro House
6460,Markus Schulz,Unknown,Para One (live),16:00 - 17:00,26 July,2013,Friday,Weekend 1,Unknown
6461,Samsung Galaxy Secret Forest,Unknown,Mark Ursa,16:00 - 17:00,26 July,2013,Friday,Weekend 1,Unknown
6462,Forma.T,Unknown,John 00 Fleming,16:00 - 17:30,26 July,2013,Friday,Weekend 1,Trance
6463,Dim Mak,Unknown,Joachim Garraud,16:30 - 17:20,26 July,2013,Friday,Weekend 1,Electro House
6464,Samsung Galaxy Secret Forest,Unknown,Mikkas,17:00 - 18:00,26 July,2013,Friday,Weekend 1,Unknown
6465,Markus Schulz,Unknown,Feadz & Kito,17:00 - 18:30,26 July,2013,Friday,Weekend 1,Unknown
6466,B2B,Unknown,Syndaesia,17:00 - 18:45,26 July,2013,Friday,Weekend 1,Unknown
6467,Dim Mak,Unknown,Carnage,17:20 - 18:00,26 July,2013,Friday,Weekend 1,"Dubstep, Hip-Hop, Trap"
6468,Forma.T,Unknown,Bitkit,17:30 - 18:45,26 July,2013,Friday,Weekend 1,Unknown
6469,Samsung Galaxy Secret Forest,Unknown,Burns,18:00 - 19:00,26 July,2013,Friday,Weekend 1,Indie / Underground
6470,Dim Mak,Unknown,Steve Aoki,18:00 - 19:20,26 July,2013,Friday,Weekend 1,"Electro House, Indie / Underground"
6471,Markus Schulz,Unknown,Digitalism (DJ set),18:30 - 20:00,26 July,2013,Friday,Weekend 1,Unknown
6472,B2B,Unknown,DJ BL3ND,18:45 - 19:45,26 July,2013,Friday,Weekend 1,"Big Room House, Trap"
6473,Forma.T,Unknown,Bizzare Contact,18:45 - 20:00,26 July,2013,Friday,Weekend 1,Psychedelic Trance
6474,Samsung Galaxy Secret Forest,Unknown,James Egbert,19:00 - 20:00,26 July,2013,Friday,Weekend 1,"Electro House, Progressive House"
6475,Dim Mak,Unknown,Botnek,13:50 - 14:20,26 July,2013,Friday,Weekend 1,Techno
6476,B2B,Unknown,Jaguar Skills,19:45 - 21:15,26 July,2013,Friday,Weekend 1,Hip-Hop
6477,Dim Mak,Unknown,Sound of Stereo,19:50 - 20:35,26 July,2013,Friday,Weekend 1,Unknown
6478,Markus Schulz,Unknown,Miss Kittin (live),20:00 - 21:00,26 July,2013,Friday,Weekend 1,Unknown
6479,Samsung Galaxy Secret Forest,Unknown,Pascal Roth,20:00 - 21:00,26 July,2013,Friday,Weekend 1,Unknown
6480,Forma.T,Unknown,Firaga vs Synsun,20:00 - 22:00,26 July,2013,Friday,Weekend 1,Unknown
6481,Dim Mak,Unknown,Felix Cartal,20:35 - 21:20,26 July,2013,Friday,Weekend 1,"Electro House, Indie / Underground"
6482,Samsung Galaxy Secret Forest,Unknown,Double Pleasure,21:00 - 22:00,26 July,2013,Friday,Weekend 1,House
6483,Markus Schulz,Unknown,Crookers,21:00 - 22:30,26 July,2013,Friday,Weekend 1,Electro House
6484,B2B,Unknown,Alex Metric,21:15 - 22:45,26 July,2013,Friday,Weekend 1,Indie / Underground
6485,Dim Mak,Unknown,Autoerotique,21:20 - 22:05,26 July,2013,Friday,Weekend 1,Electro House
6486,Samsung Galaxy Secret Forest,Unknown,Steve Montoya & Christian,22:00 - 23:00,26 July,2013,Friday,Weekend 1,Unknown
6487,Forma.T,Unknown,Astrix,22:00 - 23:30,26 July,2013,Friday,Weekend 1,Psychedelic Trance
6488,Dim Mak,Unknown,Angger Dimas,22:05 - 22:50,26 July,2013,Friday,Weekend 1,Electro House
6489,Markus Schulz,Unknown,Surfing Leons,22:30 - 00:00,26 July,2013,Friday,Weekend 1,Unknown
6490,B2B,Unknown,Carnage,22:45 - 23:45,26 July,2013,Friday,Weekend 1,"Dubstep, Hip-Hop, Trap"
6491,Dim Mak,Unknown,Datsik,22:50 - 23:40,26 July,2013,Friday,Weekend 1,Dubstep
6492,Samsung Galaxy Secret Forest,Unknown,Delafino,23:00 - 00:00,26 July,2013,Friday,Weekend 1,House
6493,Forma.T,Unknown,Infected Mushroom,23:30 - 01:00,26 July,2013,Friday,Weekend 1,"Psychedelic Trance, Trance"
6494,Dim Mak,Unknown,Dirtyphonics DJ set,23:40 - 00:30,26 July,2013,Friday,Weekend 1,Unknown
6495,B2B,Unknown,Koan Sound,23:45 - 01:00,26 July,2013,Friday,Weekend 1,Dubstep
